Sample	Engine	FDR	Accepted
MK19	XTANDEM	0.268	579
MK19	XTANDEM	0.269	579
MK19	XTANDEM	0.27	579
MK19	XTANDEM	0.271	579
MK19	XTANDEM	0.272	579
MK19	XTANDEM	0.273	579
MK19	XTANDEM	0.274	579
MK19	XTANDEM	0.275	579
MK19	XTANDEM	0.276	579
MK19	XTANDEM	0.277	579
MK19	XTANDEM	0.278	579
MK19	XTANDEM	0.279	579
MK19	XTANDEM	0.28	579
MK19	XTANDEM	0.281	579
MK19	XTANDEM	0.282	579
MK19	XTANDEM	0.283	579
MK19	XTANDEM	0.284	579
MK19	XTANDEM	0.285	579
MK19	XTANDEM	0.286	579
MK19	XTANDEM	0.287	579
MK19	XTANDEM	0.288	579
MK19	XTANDEM	0.289	579
MK19	XTANDEM	0.29	579
MK19	XTANDEM	0.291	579
MK19	XTANDEM	0.292	579
MK19	XTANDEM	0.293	579
MK19	XTANDEM	0.294	579
MK19	XTANDEM	0.295	579
MK19	XTANDEM	0.296	579
MK19	XTANDEM	0.297	579
MK19	XTANDEM	0.298	579
MK19	XTANDEM	0.299	579
MK19	XTANDEM	0.3	579
MK19	XTANDEM	0.301	579
MK19	XTANDEM	0.302	579
MK19	XTANDEM	0.303	579
MK19	XTANDEM	0.304	579
MK19	XTANDEM	0.305	579
MK19	XTANDEM	0.306	579
MK19	XTANDEM	0.307	579
MK19	XTANDEM	0.308	579
MK19	XTANDEM	0.309	579
MK19	XTANDEM	0.31	579
MK19	XTANDEM	0.311	579
MK19	XTANDEM	0.312	579
MK19	XTANDEM	0.313	579
MK19	XTANDEM	0.314	579
MK19	XTANDEM	0.315	579
MK19	XTANDEM	0.316	579
MK19	XTANDEM	0.317	579
MK19	XTANDEM	0.318	579
MK19	XTANDEM	0.319	579
MK19	XTANDEM	0.32	579
MK19	XTANDEM	0.321	579
MK19	XTANDEM	0.322	579
MK19	XTANDEM	0.323	579
MK19	XTANDEM	0.324	579
MK19	XTANDEM	0.325	579
MK19	XTANDEM	0.326	579
MK19	XTANDEM	0.327	579
MK19	XTANDEM	0.328	579
MK19	XTANDEM	0.329	579
MK19	XTANDEM	0.33	579
MK19	XTANDEM	0.331	579
MK19	XTANDEM	0.332	579
MK19	XTANDEM	0.333	579
MK19	XTANDEM	0.334	582
MK19	XTANDEM	0.335	582
MK19	XTANDEM	0.336	582
MK19	XTANDEM	0.337	582
MK19	XTANDEM	0.338	582
MK19	XTANDEM	0.339	582
MK19	XTANDEM	0.34	582
MK19	XTANDEM	0.341	582
MK19	XTANDEM	0.342	582
MK19	XTANDEM	0.343	582
MK19	XTANDEM	0.344	582
MK19	XTANDEM	0.345	582
MK19	XTANDEM	0.346	582
MK19	XTANDEM	0.347	582
MK19	XTANDEM	0.348	582
MK19	XTANDEM	0.349	582
MK19	XTANDEM	0.35	582
MK19	XTANDEM	0.351	582
MK19	XTANDEM	0.352	582
MK19	XTANDEM	0.353	582
MK19	XTANDEM	0.354	582
MK19	XTANDEM	0.355	582
MK19	XTANDEM	0.356	582
MK19	XTANDEM	0.357	582
MK19	XTANDEM	0.358	582
MK19	XTANDEM	0.359	582
MK19	XTANDEM	0.36	582
MK19	XTANDEM	0.361	582
MK19	XTANDEM	0.362	582
MK19	XTANDEM	0.363	582
MK19	XTANDEM	0.364	582
MK19	XTANDEM	0.365	582
MK19	XTANDEM	0.366	582
MK19	XTANDEM	0.367	582
MK19	XTANDEM	0.368	582
MK19	XTANDEM	0.369	582
MK19	XTANDEM	0.37	582
MK19	XTANDEM	0.371	582
MK19	XTANDEM	0.372	582
MK19	XTANDEM	0.373	582
MK19	XTANDEM	0.374	582
MK19	XTANDEM	0.375	582
MK19	XTANDEM	0.376	582
MK19	XTANDEM	0.377	582
MK19	XTANDEM	0.378	582
MK19	XTANDEM	0.379	582
MK19	XTANDEM	0.38	582
MK19	XTANDEM	0.381	582
MK19	XTANDEM	0.382	582
MK19	XTANDEM	0.383	582
MK19	XTANDEM	0.384	582
MK19	XTANDEM	0.385	582
MK19	XTANDEM	0.386	582
MK19	XTANDEM	0.387	582
MK19	XTANDEM	0.388	582
MK19	XTANDEM	0.389	582
MK19	XTANDEM	0.39	582
MK19	XTANDEM	0.391	582
MK19	XTANDEM	0.392	582
MK19	XTANDEM	0.393	582
MK19	XTANDEM	0.394	582
MK19	XTANDEM	0.395	582
MK19	XTANDEM	0.396	582
MK19	XTANDEM	0.397	582
MK19	XTANDEM	0.398	582
MK19	XTANDEM	0.399	582
MK19	XTANDEM	0.4	582
MK19	XTANDEM	0.401	582
MK19	XTANDEM	0.402	582
MK19	XTANDEM	0.403	582
MK19	XTANDEM	0.404	582
MK19	XTANDEM	0.405	582
MK19	XTANDEM	0.406	582
MK19	XTANDEM	0.407	582
MK19	XTANDEM	0.408	582
MK19	XTANDEM	0.409	582
MK19	XTANDEM	0.41	582
MK19	XTANDEM	0.411	582
MK19	XTANDEM	0.412	582
MK19	XTANDEM	0.413	582
MK19	XTANDEM	0.414	582
MK19	XTANDEM	0.415	582
MK19	XTANDEM	0.416	582
MK19	XTANDEM	0.417	582
MK19	XTANDEM	0.418	582
MK19	XTANDEM	0.419	582
MK19	XTANDEM	0.42	582
MK19	XTANDEM	0.421	582
MK19	XTANDEM	0.422	582
MK19	XTANDEM	0.423	582
MK19	XTANDEM	0.424	582
MK19	XTANDEM	0.425	582
MK19	XTANDEM	0.426	582
MK19	XTANDEM	0.427	582
MK19	XTANDEM	0.428	582
MK19	XTANDEM	0.429	582
MK19	XTANDEM	0.43	582
MK19	XTANDEM	0.431	582
MK19	XTANDEM	0.432	582
MK19	XTANDEM	0.433	582
MK19	XTANDEM	0.434	582
MK19	XTANDEM	0.435	582
MK19	XTANDEM	0.436	582
MK19	XTANDEM	0.437	582
MK19	XTANDEM	0.438	582
MK19	XTANDEM	0.439	582
MK19	XTANDEM	0.44	582
MK19	XTANDEM	0.441	582
MK19	XTANDEM	0.442	582
MK19	XTANDEM	0.443	582
MK19	XTANDEM	0.444	582
MK19	XTANDEM	0.445	582
MK19	XTANDEM	0.446	582
MK19	XTANDEM	0.447	582
MK19	XTANDEM	0.448	582
MK19	XTANDEM	0.449	582
MK19	XTANDEM	0.45	582
MK19	XTANDEM	0.451	582
MK19	XTANDEM	0.452	582
MK19	XTANDEM	0.453	582
MK19	XTANDEM	0.454	582
MK19	XTANDEM	0.455	582
MK19	XTANDEM	0.456	582
MK19	XTANDEM	0.457	582
MK19	XTANDEM	0.458	582
MK19	XTANDEM	0.459	582
MK19	XTANDEM	0.46	582
MK19	XTANDEM	0.461	582
MK19	XTANDEM	0.462	582
MK19	XTANDEM	0.463	582
MK19	XTANDEM	0.464	582
MK19	XTANDEM	0.465	582
MK19	XTANDEM	0.466	582
MK19	XTANDEM	0.467	582
MK19	XTANDEM	0.468	582
MK19	XTANDEM	0.469	582
MK19	XTANDEM	0.47	582
MK19	XTANDEM	0.471	582
MK19	XTANDEM	0.472	582
MK19	XTANDEM	0.473	582
MK19	XTANDEM	0.474	582
MK19	XTANDEM	0.475	582
MK19	XTANDEM	0.476	582
MK19	XTANDEM	0.477	582
MK19	XTANDEM	0.478	582
MK19	XTANDEM	0.479	582
MK19	XTANDEM	0.48	582
MK19	XTANDEM	0.481	582
MK19	XTANDEM	0.482	582
MK19	XTANDEM	0.483	582
MK19	XTANDEM	0.484	582
MK19	XTANDEM	0.485	582
MK19	XTANDEM	0.486	582
MK19	XTANDEM	0.487	582
MK19	XTANDEM	0.488	582
MK19	XTANDEM	0.489	582
MK19	XTANDEM	0.49	582
MK19	XTANDEM	0.491	582
MK19	XTANDEM	0.492	582
MK19	XTANDEM	0.493	582
MK19	XTANDEM	0.494	582
MK19	XTANDEM	0.495	582
MK19	XTANDEM	0.496	582
MK19	XTANDEM	0.497	582
MK19	XTANDEM	0.498	582
MK19	XTANDEM	0.499	582
MK19	XTANDEM	0.5	596
MK19	MYRIMATCH	0	2329
MK19	MYRIMATCH	0.001	2329
MK19	MYRIMATCH	0.002	2329
MK19	MYRIMATCH	0.003	2330
MK19	MYRIMATCH	0.004	2330
MK19	MYRIMATCH	0.005	2330
MK19	MYRIMATCH	0.006	2330
MK19	MYRIMATCH	0.007	2330
MK19	MYRIMATCH	0.008	2330
MK19	MYRIMATCH	0.009	2330
MK19	MYRIMATCH	0.01	2330
MK19	MYRIMATCH	0.011	2330
MK19	MYRIMATCH	0.012	2330
MK19	MYRIMATCH	0.013	2330
MK19	MYRIMATCH	0.014	2330
MK19	MYRIMATCH	0.015	2330
MK19	MYRIMATCH	0.016	2330
MK19	MYRIMATCH	0.017	2330
MK19	MYRIMATCH	0.018	2330
MK19	MYRIMATCH	0.019	2330
MK19	MYRIMATCH	0.02	2330
MK19	MYRIMATCH	0.021	2330
MK19	MYRIMATCH	0.022	2330
MK19	MYRIMATCH	0.023	2330
MK19	MYRIMATCH	0.024	2330
MK19	MYRIMATCH	0.025	2330
MK19	MYRIMATCH	0.026	2330
MK19	MYRIMATCH	0.027	2331
MK19	MYRIMATCH	0.028	2331
MK19	MYRIMATCH	0.029	2331
MK19	MYRIMATCH	0.03	2331
MK19	MYRIMATCH	0.031	2331
MK19	MYRIMATCH	0.032	2332
MK19	MYRIMATCH	0.033	2332
MK19	MYRIMATCH	0.034	2333
MK19	MYRIMATCH	0.035	2333
MK19	MYRIMATCH	0.036	2333
MK19	MYRIMATCH	0.037	2333
MK19	MYRIMATCH	0.038	2333
MK19	MYRIMATCH	0.039	2334
MK19	MYRIMATCH	0.04	2335
MK19	MYRIMATCH	0.041	2335
MK19	MYRIMATCH	0.042	2336
MK19	MYRIMATCH	0.043	2336
MK19	MYRIMATCH	0.044	2337
MK19	MYRIMATCH	0.045	2337
MK19	MYRIMATCH	0.046	2337
MK19	MYRIMATCH	0.047	2337
MK19	MYRIMATCH	0.048	2339
MK19	MYRIMATCH	0.049	2339
MK19	MYRIMATCH	0.05	2339
MK19	MYRIMATCH	0.051	2339
MK19	MYRIMATCH	0.052	2339
MK19	MYRIMATCH	0.053	2340
MK19	MYRIMATCH	0.054	2340
MK19	MYRIMATCH	0.055	2340
MK19	MYRIMATCH	0.056	2342
MK19	MYRIMATCH	0.057	2342
MK19	MYRIMATCH	0.058	2342
MK19	MYRIMATCH	0.059	2342
MK19	MYRIMATCH	0.06	2342
MK19	MYRIMATCH	0.061	2342
MK19	MYRIMATCH	0.062	2342
MK19	MYRIMATCH	0.063	2343
MK19	MYRIMATCH	0.064	2343
MK19	MYRIMATCH	0.065	2343
MK19	MYRIMATCH	0.066	2343
MK19	MYRIMATCH	0.067	2345
MK19	MYRIMATCH	0.068	2345
MK19	MYRIMATCH	0.069	2345
MK19	MYRIMATCH	0.07	2345
MK19	MYRIMATCH	0.071	2345
MK19	MYRIMATCH	0.072	2347
MK19	MYRIMATCH	0.073	2347
MK19	MYRIMATCH	0.074	2347
MK19	MYRIMATCH	0.075	2347
MK19	MYRIMATCH	0.076	2347
MK19	MYRIMATCH	0.077	2351
MK19	MYRIMATCH	0.078	2351
MK19	MYRIMATCH	0.079	2351
MK19	MYRIMATCH	0.08	2351
MK19	MYRIMATCH	0.081	2351
MK19	MYRIMATCH	0.082	2351
MK19	MYRIMATCH	0.083	2351
MK19	MYRIMATCH	0.084	2357
MK19	MYRIMATCH	0.085	2357
MK19	MYRIMATCH	0.086	2357
MK19	MYRIMATCH	0.087	2358
MK19	MYRIMATCH	0.088	2358
MK19	MYRIMATCH	0.089	2358
MK19	MYRIMATCH	0.09	2358
MK19	MYRIMATCH	0.091	2365
MK19	MYRIMATCH	0.092	2365
MK19	MYRIMATCH	0.093	2365
MK19	MYRIMATCH	0.094	2365
MK19	MYRIMATCH	0.095	2365
MK19	MYRIMATCH	0.096	2365
MK19	MYRIMATCH	0.097	2365
MK19	MYRIMATCH	0.098	2365
MK19	MYRIMATCH	0.099	2365
MK19	MYRIMATCH	0.1	2372
MK19	MYRIMATCH	0.101	2372
MK19	MYRIMATCH	0.102	2372
MK19	MYRIMATCH	0.103	2372
MK19	MYRIMATCH	0.104	2373
MK19	MYRIMATCH	0.105	2373
MK19	MYRIMATCH	0.106	2374
MK19	MYRIMATCH	0.107	2374
MK19	MYRIMATCH	0.108	2374
MK19	MYRIMATCH	0.109	2374
MK19	MYRIMATCH	0.11	2374
MK19	MYRIMATCH	0.111	2374
MK19	MYRIMATCH	0.112	2386
MK19	MYRIMATCH	0.113	2386
MK19	MYRIMATCH	0.114	2386
MK19	MYRIMATCH	0.115	2386
MK19	MYRIMATCH	0.116	2386
MK19	MYRIMATCH	0.117	2386
MK19	MYRIMATCH	0.118	2387
MK19	MYRIMATCH	0.119	2387
MK19	MYRIMATCH	0.12	2387
MK19	MYRIMATCH	0.121	2387
MK19	MYRIMATCH	0.122	2387
MK19	MYRIMATCH	0.123	2387
MK19	MYRIMATCH	0.124	2387
MK19	MYRIMATCH	0.125	2400
MK19	MYRIMATCH	0.126	2400
MK19	MYRIMATCH	0.127	2400
MK19	MYRIMATCH	0.128	2400
MK19	MYRIMATCH	0.129	2400
MK19	MYRIMATCH	0.13	2400
MK19	MYRIMATCH	0.131	2400
MK19	MYRIMATCH	0.132	2400
MK19	MYRIMATCH	0.133	2400
MK19	MYRIMATCH	0.134	2402
MK19	MYRIMATCH	0.135	2402
MK19	MYRIMATCH	0.136	2402
MK19	MYRIMATCH	0.137	2402
MK19	MYRIMATCH	0.138	2402
MK19	MYRIMATCH	0.139	2402
MK19	MYRIMATCH	0.14	2402
MK19	MYRIMATCH	0.141	2402
MK19	MYRIMATCH	0.142	2402
MK19	MYRIMATCH	0.143	2422
MK19	MYRIMATCH	0.144	2422
MK19	MYRIMATCH	0.145	2422
MK19	MYRIMATCH	0.146	2422
MK19	MYRIMATCH	0.147	2422
MK19	MYRIMATCH	0.148	2422
MK19	MYRIMATCH	0.149	2422
MK19	MYRIMATCH	0.15	2422
MK19	MYRIMATCH	0.151	2422
MK19	MYRIMATCH	0.152	2422
MK19	MYRIMATCH	0.153	2422
MK19	MYRIMATCH	0.154	2426
MK19	MYRIMATCH	0.155	2426
MK19	MYRIMATCH	0.156	2426
MK19	MYRIMATCH	0.157	2426
MK19	MYRIMATCH	0.158	2427
MK19	MYRIMATCH	0.159	2427
MK19	MYRIMATCH	0.16	2428
MK19	MYRIMATCH	0.161	2428
MK19	MYRIMATCH	0.162	2428
MK19	MYRIMATCH	0.163	2428
MK19	MYRIMATCH	0.164	2428
MK19	MYRIMATCH	0.165	2428
MK19	MYRIMATCH	0.166	2428
MK19	MYRIMATCH	0.167	2457
MK19	MYRIMATCH	0.168	2457
MK19	MYRIMATCH	0.169	2457
MK19	MYRIMATCH	0.17	2457
MK19	MYRIMATCH	0.171	2457
MK19	MYRIMATCH	0.172	2457
MK19	MYRIMATCH	0.173	2457
MK19	MYRIMATCH	0.174	2457
MK19	MYRIMATCH	0.175	2457
MK19	MYRIMATCH	0.176	2457
MK19	MYRIMATCH	0.177	2457
MK19	MYRIMATCH	0.178	2457
MK19	MYRIMATCH	0.179	2457
MK19	MYRIMATCH	0.18	2457
MK19	MYRIMATCH	0.181	2457
MK19	MYRIMATCH	0.182	2459
MK19	MYRIMATCH	0.183	2459
MK19	MYRIMATCH	0.184	2459
MK19	MYRIMATCH	0.185	2459
MK19	MYRIMATCH	0.186	2461
MK19	MYRIMATCH	0.187	2461
MK19	MYRIMATCH	0.188	2461
MK19	MYRIMATCH	0.189	2461
MK19	MYRIMATCH	0.19	2461
MK19	MYRIMATCH	0.191	2461
MK19	MYRIMATCH	0.192	2461
MK19	MYRIMATCH	0.193	2461
MK19	MYRIMATCH	0.194	2461
MK19	MYRIMATCH	0.195	2461
MK19	MYRIMATCH	0.196	2461
MK19	MYRIMATCH	0.197	2461
MK19	MYRIMATCH	0.198	2461
MK19	MYRIMATCH	0.199	2461
MK19	MYRIMATCH	0.2	2499
MK19	MYRIMATCH	0.201	2499
MK19	MYRIMATCH	0.202	2499
MK19	MYRIMATCH	0.203	2499
MK19	MYRIMATCH	0.204	2499
MK19	MYRIMATCH	0.205	2499
MK19	MYRIMATCH	0.206	2499
MK19	MYRIMATCH	0.207	2499
MK19	MYRIMATCH	0.208	2499
MK19	MYRIMATCH	0.209	2502
MK19	MYRIMATCH	0.21	2502
MK19	MYRIMATCH	0.211	2503
MK19	MYRIMATCH	0.212	2503
MK19	MYRIMATCH	0.213	2503
MK19	MYRIMATCH	0.214	2503
MK19	MYRIMATCH	0.215	2508
MK19	MYRIMATCH	0.216	2508
MK19	MYRIMATCH	0.217	2508
MK19	MYRIMATCH	0.218	2508
MK19	MYRIMATCH	0.219	2509
MK19	MYRIMATCH	0.22	2509
MK19	MYRIMATCH	0.221	2509
MK19	MYRIMATCH	0.222	2509
MK19	MYRIMATCH	0.223	2517
MK19	MYRIMATCH	0.224	2517
MK19	MYRIMATCH	0.225	2517
MK19	MYRIMATCH	0.226	2517
MK19	MYRIMATCH	0.227	2517
MK19	MYRIMATCH	0.228	2517
MK19	MYRIMATCH	0.229	2517
MK19	MYRIMATCH	0.23	2517
MK19	MYRIMATCH	0.231	2519
MK19	MYRIMATCH	0.232	2519
MK19	MYRIMATCH	0.233	2519
MK19	MYRIMATCH	0.234	2519
MK19	MYRIMATCH	0.235	2519
MK19	MYRIMATCH	0.236	2523
MK19	MYRIMATCH	0.237	2523
MK19	MYRIMATCH	0.238	2523
MK19	MYRIMATCH	0.239	2523
MK19	MYRIMATCH	0.24	2523
MK19	MYRIMATCH	0.241	2523
MK19	MYRIMATCH	0.242	2524
MK19	MYRIMATCH	0.243	2524
MK19	MYRIMATCH	0.244	2524
MK19	MYRIMATCH	0.245	2524
MK19	MYRIMATCH	0.246	2524
MK19	MYRIMATCH	0.247	2524
MK19	MYRIMATCH	0.248	2524
MK19	MYRIMATCH	0.249	2524
MK19	MYRIMATCH	0.25	2596
MK19	MYRIMATCH	0.251	2596
MK19	MYRIMATCH	0.252	2596
MK19	MYRIMATCH	0.253	2596
MK19	MYRIMATCH	0.254	2596
MK19	MYRIMATCH	0.255	2596
MK19	MYRIMATCH	0.256	2596
MK19	MYRIMATCH	0.257	2596
MK19	MYRIMATCH	0.258	2596
MK19	MYRIMATCH	0.259	2596
MK19	MYRIMATCH	0.26	2598
MK19	MYRIMATCH	0.261	2598
MK19	MYRIMATCH	0.262	2598
MK19	MYRIMATCH	0.263	2598
MK19	MYRIMATCH	0.264	2600
MK19	MYRIMATCH	0.265	2600
MK19	MYRIMATCH	0.266	2600
MK19	MYRIMATCH	0.267	2600
MK19	MYRIMATCH	0.268	2600
MK19	MYRIMATCH	0.269	2600
MK19	MYRIMATCH	0.27	2600
MK19	MYRIMATCH	0.271	2600
MK19	MYRIMATCH	0.272	2600
MK19	MYRIMATCH	0.273	2605
MK19	MYRIMATCH	0.274	2605
MK19	MYRIMATCH	0.275	2605
MK19	MYRIMATCH	0.276	2606
MK19	MYRIMATCH	0.277	2606
MK19	MYRIMATCH	0.278	2607
MK19	MYRIMATCH	0.279	2607
MK19	MYRIMATCH	0.28	2607
MK19	MYRIMATCH	0.281	2607
MK19	MYRIMATCH	0.282	2607
MK19	MYRIMATCH	0.283	2607
MK19	MYRIMATCH	0.284	2607
MK19	MYRIMATCH	0.285	2607
MK19	MYRIMATCH	0.286	2621
MK19	MYRIMATCH	0.287	2621
MK19	MYRIMATCH	0.288	2621
MK19	MYRIMATCH	0.289	2621
MK19	MYRIMATCH	0.29	2621
MK19	MYRIMATCH	0.291	2621
MK19	MYRIMATCH	0.292	2621
MK19	MYRIMATCH	0.293	2621
MK19	MYRIMATCH	0.294	2621
MK19	MYRIMATCH	0.295	2622
MK19	MYRIMATCH	0.296	2622
MK19	MYRIMATCH	0.297	2623
MK19	MYRIMATCH	0.298	2623
MK19	MYRIMATCH	0.299	2623
MK19	MYRIMATCH	0.3	2632
MK19	MYRIMATCH	0.301	2632
MK19	MYRIMATCH	0.302	2633
MK19	MYRIMATCH	0.303	2633
MK19	MYRIMATCH	0.304	2633
MK19	MYRIMATCH	0.305	2633
MK19	MYRIMATCH	0.306	2633
MK19	MYRIMATCH	0.307	2633
MK19	MYRIMATCH	0.308	2633
MK19	MYRIMATCH	0.309	2633
MK19	MYRIMATCH	0.31	2633
MK19	MYRIMATCH	0.311	2634
MK19	MYRIMATCH	0.312	2634
MK19	MYRIMATCH	0.313	2637
MK19	MYRIMATCH	0.314	2637
MK19	MYRIMATCH	0.315	2637
MK19	MYRIMATCH	0.316	2638
MK19	MYRIMATCH	0.317	2638
MK19	MYRIMATCH	0.318	2638
MK19	MYRIMATCH	0.319	2638
MK19	MYRIMATCH	0.32	2638
MK19	MYRIMATCH	0.321	2638
MK19	MYRIMATCH	0.322	2638
MK19	MYRIMATCH	0.323	2638
MK19	MYRIMATCH	0.324	2638
MK19	MYRIMATCH	0.325	2638
MK19	MYRIMATCH	0.326	2638
MK19	MYRIMATCH	0.327	2638
MK19	MYRIMATCH	0.328	2638
MK19	MYRIMATCH	0.329	2638
MK19	MYRIMATCH	0.33	2638
MK19	MYRIMATCH	0.331	2638
MK19	MYRIMATCH	0.332	2638
MK19	MYRIMATCH	0.333	2638
MK19	MYRIMATCH	0.334	2736
MK19	MYRIMATCH	0.335	2736
MK19	MYRIMATCH	0.336	2736
MK19	MYRIMATCH	0.337	2736
MK19	MYRIMATCH	0.338	2736
MK19	MYRIMATCH	0.339	2736
MK19	MYRIMATCH	0.34	2736
MK19	MYRIMATCH	0.341	2736
MK19	MYRIMATCH	0.342	2736
MK19	MYRIMATCH	0.343	2736
MK19	MYRIMATCH	0.344	2736
MK19	MYRIMATCH	0.345	2736
MK19	MYRIMATCH	0.346	2736
MK19	MYRIMATCH	0.347	2736
MK19	MYRIMATCH	0.348	2736
MK19	MYRIMATCH	0.349	2736
MK19	MYRIMATCH	0.35	2736
MK19	MYRIMATCH	0.351	2736
MK19	MYRIMATCH	0.352	2736
MK19	MYRIMATCH	0.353	2739
MK19	MYRIMATCH	0.354	2739
MK19	MYRIMATCH	0.355	2739
MK19	MYRIMATCH	0.356	2739
MK19	MYRIMATCH	0.357	2739
MK19	MYRIMATCH	0.358	2742
MK19	MYRIMATCH	0.359	2742
MK19	MYRIMATCH	0.36	2742
MK19	MYRIMATCH	0.361	2742
MK19	MYRIMATCH	0.362	2742
MK19	MYRIMATCH	0.363	2742
MK19	MYRIMATCH	0.364	2746
MK19	MYRIMATCH	0.365	2746
MK19	MYRIMATCH	0.366	2746
MK19	MYRIMATCH	0.367	2746
MK19	MYRIMATCH	0.368	2746
MK19	MYRIMATCH	0.369	2746
MK19	MYRIMATCH	0.37	2747
MK19	MYRIMATCH	0.371	2748
MK19	MYRIMATCH	0.372	2748
MK19	MYRIMATCH	0.373	2748
MK19	MYRIMATCH	0.374	2748
MK19	MYRIMATCH	0.375	2756
MK19	MYRIMATCH	0.376	2756
MK19	MYRIMATCH	0.377	2756
MK19	MYRIMATCH	0.378	2756
MK19	MYRIMATCH	0.379	2756
MK19	MYRIMATCH	0.38	2756
MK19	MYRIMATCH	0.381	2757
MK19	MYRIMATCH	0.382	2757
MK19	MYRIMATCH	0.383	2757
MK19	MYRIMATCH	0.384	2757
MK19	MYRIMATCH	0.385	2761
MK19	MYRIMATCH	0.386	2761
MK19	MYRIMATCH	0.387	2761
MK19	MYRIMATCH	0.388	2762
MK19	MYRIMATCH	0.389	2762
MK19	MYRIMATCH	0.39	2762
MK19	MYRIMATCH	0.391	2762
MK19	MYRIMATCH	0.392	2762
MK19	MYRIMATCH	0.393	2762
MK19	MYRIMATCH	0.394	2762
MK19	MYRIMATCH	0.395	2762
MK19	MYRIMATCH	0.396	2762
MK19	MYRIMATCH	0.397	2762
MK19	MYRIMATCH	0.398	2762
MK19	MYRIMATCH	0.399	2762
MK19	MYRIMATCH	0.4	2807
MK19	MYRIMATCH	0.401	2807
MK19	MYRIMATCH	0.402	2807
MK19	MYRIMATCH	0.403	2807
MK19	MYRIMATCH	0.404	2807
MK19	MYRIMATCH	0.405	2807
MK19	MYRIMATCH	0.406	2807
MK19	MYRIMATCH	0.407	2808
MK19	MYRIMATCH	0.408	2808
MK19	MYRIMATCH	0.409	2808
MK19	MYRIMATCH	0.41	2808
MK19	MYRIMATCH	0.411	2808
MK19	MYRIMATCH	0.412	2808
MK19	MYRIMATCH	0.413	2808
MK19	MYRIMATCH	0.414	2808
MK19	MYRIMATCH	0.415	2808
MK19	MYRIMATCH	0.416	2808
MK19	MYRIMATCH	0.417	2810
MK19	MYRIMATCH	0.418	2810
MK19	MYRIMATCH	0.419	2810
MK19	MYRIMATCH	0.42	2810
MK19	MYRIMATCH	0.421	2810
MK19	MYRIMATCH	0.422	2810
MK19	MYRIMATCH	0.423	2810
MK19	MYRIMATCH	0.424	2810
MK19	MYRIMATCH	0.425	2811
MK19	MYRIMATCH	0.426	2811
MK19	MYRIMATCH	0.427	2811
MK19	MYRIMATCH	0.428	2811
MK19	MYRIMATCH	0.429	2827
MK19	MYRIMATCH	0.43	2827
MK19	MYRIMATCH	0.431	2827
MK19	MYRIMATCH	0.432	2827
MK19	MYRIMATCH	0.433	2827
MK19	MYRIMATCH	0.434	2827
MK19	MYRIMATCH	0.435	2827
MK19	MYRIMATCH	0.436	2827
MK19	MYRIMATCH	0.437	2827
MK19	MYRIMATCH	0.438	2829
MK19	MYRIMATCH	0.439	2829
MK19	MYRIMATCH	0.44	2829
MK19	MYRIMATCH	0.441	2829
MK19	MYRIMATCH	0.442	2829
MK19	MYRIMATCH	0.443	2829
MK19	MYRIMATCH	0.444	2829
MK19	MYRIMATCH	0.445	2843
MK19	MYRIMATCH	0.446	2843
MK19	MYRIMATCH	0.447	2843
MK19	MYRIMATCH	0.448	2843
MK19	MYRIMATCH	0.449	2843
MK19	MYRIMATCH	0.45	2844
MK19	MYRIMATCH	0.451	2844
MK19	MYRIMATCH	0.452	2844
MK19	MYRIMATCH	0.453	2844
MK19	MYRIMATCH	0.454	2844
MK19	MYRIMATCH	0.455	2850
MK19	MYRIMATCH	0.456	2851
MK19	MYRIMATCH	0.457	2851
MK19	MYRIMATCH	0.458	2851
MK19	MYRIMATCH	0.459	2851
MK19	MYRIMATCH	0.46	2851
MK19	MYRIMATCH	0.461	2851
MK19	MYRIMATCH	0.462	2851
MK19	MYRIMATCH	0.463	2851
MK19	MYRIMATCH	0.464	2851
MK19	MYRIMATCH	0.465	2851
MK19	MYRIMATCH	0.466	2851
MK19	MYRIMATCH	0.467	2857
MK19	MYRIMATCH	0.468	2857
MK19	MYRIMATCH	0.469	2857
MK19	MYRIMATCH	0.47	2857
MK19	MYRIMATCH	0.471	2859
MK19	MYRIMATCH	0.472	2859
MK19	MYRIMATCH	0.473	2859
MK19	MYRIMATCH	0.474	2859
MK19	MYRIMATCH	0.475	2859
MK19	MYRIMATCH	0.476	2859
MK19	MYRIMATCH	0.477	2860
MK19	MYRIMATCH	0.478	2860
MK19	MYRIMATCH	0.479	2860
MK19	MYRIMATCH	0.48	2860
MK19	MYRIMATCH	0.481	2860
MK19	MYRIMATCH	0.482	2860
MK19	MYRIMATCH	0.483	2861
MK19	MYRIMATCH	0.484	2861
MK19	MYRIMATCH	0.485	2861
MK19	MYRIMATCH	0.486	2861
MK19	MYRIMATCH	0.487	2861
MK19	MYRIMATCH	0.488	2861
MK19	MYRIMATCH	0.489	2861
MK19	MYRIMATCH	0.49	2861
MK19	MYRIMATCH	0.491	2861
MK19	MYRIMATCH	0.492	2861
MK19	MYRIMATCH	0.493	2861
MK19	MYRIMATCH	0.494	2861
MK19	MYRIMATCH	0.495	2861
MK19	MYRIMATCH	0.496	2861
MK19	MYRIMATCH	0.497	2861
MK19	MYRIMATCH	0.498	2861
MK19	MYRIMATCH	0.499	2861
MK19	MYRIMATCH	0.5	3089
