Sample	Engine	FDR	Accepted
MK6	COMET	0.206	4572
MK6	COMET	0.207	4573
MK6	COMET	0.208	4573
MK6	COMET	0.209	4574
MK6	COMET	0.21	4574
MK6	COMET	0.211	4575
MK6	COMET	0.212	4575
MK6	COMET	0.213	4576
MK6	COMET	0.214	4576
MK6	COMET	0.215	4588
MK6	COMET	0.216	4588
MK6	COMET	0.217	4588
MK6	COMET	0.218	4588
MK6	COMET	0.219	4588
MK6	COMET	0.22	4588
MK6	COMET	0.221	4588
MK6	COMET	0.222	4588
MK6	COMET	0.223	4626
MK6	COMET	0.224	4626
MK6	COMET	0.225	4626
MK6	COMET	0.226	4629
MK6	COMET	0.227	4629
MK6	COMET	0.228	4631
MK6	COMET	0.229	4631
MK6	COMET	0.23	4631
MK6	COMET	0.231	4643
MK6	COMET	0.232	4643
MK6	COMET	0.233	4643
MK6	COMET	0.234	4643
MK6	COMET	0.235	4643
MK6	COMET	0.236	4649
MK6	COMET	0.237	4650
MK6	COMET	0.238	4650
MK6	COMET	0.239	4651
MK6	COMET	0.24	4653
MK6	COMET	0.241	4653
MK6	COMET	0.242	4654
MK6	COMET	0.243	4655
MK6	COMET	0.244	4656
MK6	COMET	0.245	4656
MK6	COMET	0.246	4656
MK6	COMET	0.247	4656
MK6	COMET	0.248	4656
MK6	COMET	0.249	4656
MK6	COMET	0.25	5005
MK6	COMET	0.251	5005
MK6	COMET	0.252	5005
MK6	COMET	0.253	5005
MK6	COMET	0.254	5005
MK6	COMET	0.255	5005
MK6	COMET	0.256	5005
MK6	COMET	0.257	5005
MK6	COMET	0.258	5006
MK6	COMET	0.259	5007
MK6	COMET	0.26	5007
MK6	COMET	0.261	5009
MK6	COMET	0.262	5010
MK6	COMET	0.263	5010
MK6	COMET	0.264	5013
MK6	COMET	0.265	5013
MK6	COMET	0.266	5013
MK6	COMET	0.267	5028
MK6	COMET	0.268	5028
MK6	COMET	0.269	5028
MK6	COMET	0.27	5030
MK6	COMET	0.271	5030
MK6	COMET	0.272	5030
MK6	COMET	0.273	5046
MK6	COMET	0.274	5046
MK6	COMET	0.275	5047
MK6	COMET	0.276	5047
MK6	COMET	0.277	5047
MK6	COMET	0.278	5051
MK6	COMET	0.279	5051
MK6	COMET	0.28	5053
MK6	COMET	0.281	5053
MK6	COMET	0.282	5053
MK6	COMET	0.283	5053
MK6	COMET	0.284	5053
MK6	COMET	0.285	5053
MK6	COMET	0.286	5150
MK6	COMET	0.287	5150
MK6	COMET	0.288	5150
MK6	COMET	0.289	5150
MK6	COMET	0.29	5150
MK6	COMET	0.291	5150
MK6	COMET	0.292	5151
MK6	COMET	0.293	5151
MK6	COMET	0.294	5151
MK6	COMET	0.295	5160
MK6	COMET	0.296	5160
MK6	COMET	0.297	5162
MK6	COMET	0.298	5162
MK6	COMET	0.299	5162
MK6	COMET	0.3	5194
MK6	COMET	0.301	5194
MK6	COMET	0.302	5194
MK6	COMET	0.303	5194
MK6	COMET	0.304	5195
MK6	COMET	0.305	5195
MK6	COMET	0.306	5195
MK6	COMET	0.307	5195
MK6	COMET	0.308	5203
MK6	COMET	0.309	5203
MK6	COMET	0.31	5203
MK6	COMET	0.311	5203
MK6	COMET	0.312	5203
MK6	COMET	0.313	5210
MK6	COMET	0.314	5210
MK6	COMET	0.315	5210
MK6	COMET	0.316	5213
MK6	COMET	0.317	5213
MK6	COMET	0.318	5213
MK6	COMET	0.319	5216
MK6	COMET	0.32	5216
MK6	COMET	0.321	5216
MK6	COMET	0.322	5216
MK6	COMET	0.323	5216
MK6	COMET	0.324	5216
MK6	COMET	0.325	5216
MK6	COMET	0.326	5216
MK6	COMET	0.327	5216
MK6	COMET	0.328	5216
MK6	COMET	0.329	5216
MK6	COMET	0.33	5216
MK6	COMET	0.331	5216
MK6	COMET	0.332	5216
MK6	COMET	0.333	5216
MK6	COMET	0.334	5832
MK6	COMET	0.335	5832
MK6	COMET	0.336	5832
MK6	COMET	0.337	5832
MK6	COMET	0.338	5832
MK6	COMET	0.339	5832
MK6	COMET	0.34	5832
MK6	COMET	0.341	5832
MK6	COMET	0.342	5832
MK6	COMET	0.343	5832
MK6	COMET	0.344	5833
MK6	COMET	0.345	5833
MK6	COMET	0.346	5833
MK6	COMET	0.347	5834
MK6	COMET	0.348	5837
MK6	COMET	0.349	5838
MK6	COMET	0.35	5844
MK6	COMET	0.351	5844
MK6	COMET	0.352	5844
MK6	COMET	0.353	5851
MK6	COMET	0.354	5851
MK6	COMET	0.355	5851
MK6	COMET	0.356	5851
MK6	COMET	0.357	5851
MK6	COMET	0.358	5861
MK6	COMET	0.359	5861
MK6	COMET	0.36	5864
MK6	COMET	0.361	5864
MK6	COMET	0.362	5864
MK6	COMET	0.363	5864
MK6	COMET	0.364	5895
MK6	COMET	0.365	5895
MK6	COMET	0.366	5895
MK6	COMET	0.367	5899
MK6	COMET	0.368	5899
MK6	COMET	0.369	5905
MK6	COMET	0.37	5905
MK6	COMET	0.371	5906
MK6	COMET	0.372	5910
MK6	COMET	0.373	5910
MK6	COMET	0.374	5910
MK6	COMET	0.375	5979
MK6	COMET	0.376	5979
MK6	COMET	0.377	5979
MK6	COMET	0.378	5979
MK6	COMET	0.379	5979
MK6	COMET	0.38	5979
MK6	COMET	0.381	5981
MK6	COMET	0.382	5981
MK6	COMET	0.383	5981
MK6	COMET	0.384	5981
MK6	COMET	0.385	5996
MK6	COMET	0.386	5996
MK6	COMET	0.387	5996
MK6	COMET	0.388	5997
MK6	COMET	0.389	6001
MK6	COMET	0.39	6001
MK6	COMET	0.391	6002
MK6	COMET	0.392	6003
MK6	COMET	0.393	6004
MK6	COMET	0.394	6004
MK6	COMET	0.395	6004
MK6	COMET	0.396	6004
MK6	COMET	0.397	6004
MK6	COMET	0.398	6004
MK6	COMET	0.399	6004
MK6	COMET	0.4	6204
MK6	COMET	0.401	6204
MK6	COMET	0.402	6204
MK6	COMET	0.403	6204
MK6	COMET	0.404	6204
MK6	COMET	0.405	6205
MK6	COMET	0.406	6205
MK6	COMET	0.407	6207
MK6	COMET	0.408	6209
MK6	COMET	0.409	6209
MK6	COMET	0.41	6209
MK6	COMET	0.411	6209
MK6	COMET	0.412	6211
MK6	COMET	0.413	6211
MK6	COMET	0.414	6211
MK6	COMET	0.415	6211
MK6	COMET	0.416	6211
MK6	COMET	0.417	6228
MK6	COMET	0.418	6228
MK6	COMET	0.419	6229
MK6	COMET	0.42	6229
MK6	COMET	0.421	6229
MK6	COMET	0.422	6239
MK6	COMET	0.423	6239
MK6	COMET	0.424	6239
MK6	COMET	0.425	6239
MK6	COMET	0.426	6239
MK6	COMET	0.427	6239
MK6	COMET	0.428	6239
MK6	COMET	0.429	6337
MK6	COMET	0.43	6337
MK6	COMET	0.431	6337
MK6	COMET	0.432	6337
MK6	COMET	0.433	6338
MK6	COMET	0.434	6340
MK6	COMET	0.435	6341
MK6	COMET	0.436	6341
MK6	COMET	0.437	6341
MK6	COMET	0.438	6346
MK6	COMET	0.439	6346
MK6	COMET	0.44	6347
MK6	COMET	0.441	6347
MK6	COMET	0.442	6347
MK6	COMET	0.443	6347
MK6	COMET	0.444	6347
MK6	COMET	0.445	6392
MK6	COMET	0.446	6392
MK6	COMET	0.447	6392
MK6	COMET	0.448	6392
MK6	COMET	0.449	6393
MK6	COMET	0.45	6398
MK6	COMET	0.451	6398
MK6	COMET	0.452	6399
MK6	COMET	0.453	6399
MK6	COMET	0.454	6399
MK6	COMET	0.455	6429
MK6	COMET	0.456	6429
MK6	COMET	0.457	6430
MK6	COMET	0.458	6431
MK6	COMET	0.459	6433
MK6	COMET	0.46	6433
MK6	COMET	0.461	6433
MK6	COMET	0.462	6446
MK6	COMET	0.463	6446
MK6	COMET	0.464	6446
MK6	COMET	0.465	6446
MK6	COMET	0.466	6446
MK6	COMET	0.467	6460
MK6	COMET	0.468	6460
MK6	COMET	0.469	6460
MK6	COMET	0.47	6460
MK6	COMET	0.471	6467
MK6	COMET	0.472	6467
MK6	COMET	0.473	6467
MK6	COMET	0.474	6475
MK6	COMET	0.475	6475
MK6	COMET	0.476	6475
MK6	COMET	0.477	6479
MK6	COMET	0.478	6479
MK6	COMET	0.479	6479
MK6	COMET	0.48	6480
MK6	COMET	0.481	6480
MK6	COMET	0.482	6480
MK6	COMET	0.483	6480
MK6	COMET	0.484	6481
MK6	COMET	0.485	6481
MK6	COMET	0.486	6481
MK6	COMET	0.487	6481
MK6	COMET	0.488	6482
MK6	COMET	0.489	6482
MK6	COMET	0.49	6482
MK6	COMET	0.491	6482
MK6	COMET	0.492	6482
MK6	COMET	0.493	6482
MK6	COMET	0.494	6482
MK6	COMET	0.495	6482
MK6	COMET	0.496	6482
MK6	COMET	0.497	6482
MK6	COMET	0.498	6482
MK6	COMET	0.499	6482
MK6	COMET	0.5	7895
MK6	COMET	0.501	7895
MK6	COMET	0.502	7895
MK6	COMET	0.503	7895
MK6	COMET	0.504	7895
MK6	COMET	0.505	7895
MK6	COMET	0.506	7896
MK6	COMET	0.507	7896
MK6	COMET	0.508	7896
MK6	COMET	0.509	7896
MK6	COMET	0.51	7896
MK6	COMET	0.511	7896
MK6	COMET	0.512	7896
MK6	COMET	0.513	7897
MK6	COMET	0.514	7897
MK6	COMET	0.515	7897
MK6	COMET	0.516	7899
MK6	COMET	0.517	7900
MK6	COMET	0.518	7902
MK6	COMET	0.519	7903
MK6	COMET	0.52	7906
MK6	COMET	0.521	7906
MK6	COMET	0.522	7909
MK6	COMET	0.523	7909
MK6	COMET	0.524	7912
MK6	COMET	0.525	7912
MK6	COMET	0.526	7912
MK6	COMET	0.527	7914
MK6	COMET	0.528	7915
MK6	COMET	0.529	7915
MK6	COMET	0.53	7924
MK6	COMET	0.531	7924
MK6	COMET	0.532	7926
MK6	COMET	0.533	7926
MK6	COMET	0.534	7937
MK6	COMET	0.535	7937
MK6	COMET	0.536	7937
MK6	COMET	0.537	7937
MK6	COMET	0.538	7937
MK6	COMET	0.539	7951
MK6	COMET	0.54	7951
MK6	COMET	0.541	7952
MK6	COMET	0.542	7953
MK6	COMET	0.543	7953
MK6	COMET	0.544	7953
MK6	COMET	0.545	7953
MK6	COMET	0.546	7977
MK6	COMET	0.547	7977
MK6	COMET	0.548	7978
MK6	COMET	0.549	7978
MK6	COMET	0.55	7982
MK6	COMET	0.551	7982
MK6	COMET	0.552	7983
MK6	COMET	0.553	7983
MK6	COMET	0.554	7983
MK6	COMET	0.555	7983
MK6	COMET	0.556	8036
MK6	COMET	0.557	8036
MK6	COMET	0.558	8036
MK6	COMET	0.559	8036
MK6	COMET	0.56	8038
MK6	COMET	0.561	8039
MK6	COMET	0.562	8039
MK6	COMET	0.563	8043
MK6	COMET	0.564	8043
MK6	COMET	0.565	8044
MK6	COMET	0.566	8045
MK6	COMET	0.567	8045
MK6	COMET	0.568	8046
MK6	COMET	0.569	8046
MK6	COMET	0.57	8046
MK6	COMET	0.571	8046
MK6	COMET	0.572	8148
MK6	COMET	0.573	8148
MK6	COMET	0.574	8148
MK6	COMET	0.575	8148
MK6	COMET	0.576	8149
MK6	COMET	0.577	8150
MK6	COMET	0.578	8150
MK6	COMET	0.579	8155
MK6	COMET	0.58	8156
MK6	COMET	0.581	8156
MK6	COMET	0.582	8156
MK6	COMET	0.583	8156
MK6	COMET	0.584	8184
MK6	COMET	0.585	8184
MK6	COMET	0.586	8184
MK6	COMET	0.587	8185
MK6	COMET	0.588	8185
MK6	COMET	0.589	8190
MK6	COMET	0.59	8191
MK6	COMET	0.591	8195
MK6	COMET	0.592	8195
MK6	COMET	0.593	8197
MK6	COMET	0.594	8197
MK6	COMET	0.595	8197
MK6	COMET	0.596	8197
MK6	COMET	0.597	8197
MK6	COMET	0.598	8197
MK6	COMET	0.599	8197
MK6	COMET	0.6	8426
MK6	COMET	0.601	8426
MK6	COMET	0.602	8426
MK6	COMET	0.603	8426
MK6	COMET	0.604	8426
MK6	COMET	0.605	8426
MK6	COMET	0.606	8426
MK6	COMET	0.607	8426
MK6	COMET	0.608	8427
MK6	COMET	0.609	8431
MK6	COMET	0.61	8431
MK6	COMET	0.611	8431
MK6	COMET	0.612	8437
MK6	COMET	0.613	8438
MK6	COMET	0.614	8438
MK6	COMET	0.615	8438
MK6	COMET	0.616	8457
MK6	COMET	0.617	8457
MK6	COMET	0.618	8457
MK6	COMET	0.619	8457
MK6	COMET	0.62	8465
MK6	COMET	0.621	8466
MK6	COMET	0.622	8466
MK6	COMET	0.623	8466
MK6	COMET	0.624	8466
MK6	COMET	0.625	8527
MK6	COMET	0.626	8527
MK6	COMET	0.627	8527
MK6	COMET	0.628	8527
MK6	COMET	0.629	8527
MK6	COMET	0.63	8529
MK6	COMET	0.631	8529
MK6	COMET	0.632	8531
MK6	COMET	0.633	8531
MK6	COMET	0.634	8531
MK6	COMET	0.635	8531
MK6	COMET	0.636	8531
MK6	COMET	0.637	8560
MK6	COMET	0.638	8560
MK6	COMET	0.639	8560
MK6	COMET	0.64	8561
MK6	COMET	0.641	8561
MK6	COMET	0.642	8562
MK6	COMET	0.643	8571
MK6	COMET	0.644	8571
MK6	COMET	0.645	8571
MK6	COMET	0.646	8571
MK6	COMET	0.647	8571
MK6	COMET	0.648	8575
MK6	COMET	0.649	8575
MK6	COMET	0.65	8577
MK6	COMET	0.651	8577
MK6	COMET	0.652	8577
MK6	COMET	0.653	8580
MK6	COMET	0.654	8580
MK6	COMET	0.655	8580
MK6	COMET	0.656	8581
MK6	COMET	0.657	8582
MK6	COMET	0.658	8582
MK6	COMET	0.659	8582
MK6	COMET	0.66	8582
MK6	COMET	0.661	8583
MK6	COMET	0.662	8583
MK6	COMET	0.663	8583
MK6	COMET	0.664	8583
MK6	COMET	0.665	8583
MK6	COMET	0.666	8583
MK6	COMET	0.667	9214
MK6	COMET	0.668	9214
MK6	COMET	0.669	9214
MK6	COMET	0.67	9214
MK6	COMET	0.671	9214
MK6	COMET	0.672	9214
MK6	COMET	0.673	9214
MK6	COMET	0.674	9214
MK6	COMET	0.675	9214
MK6	COMET	0.676	9214
MK6	COMET	0.677	9214
MK6	COMET	0.678	9214
MK6	COMET	0.679	9217
MK6	COMET	0.68	9217
MK6	COMET	0.681	9217
MK6	COMET	0.682	9218
MK6	COMET	0.683	9218
MK6	COMET	0.684	9218
MK6	COMET	0.685	9227
MK6	COMET	0.686	9227
MK6	COMET	0.687	9227
MK6	COMET	0.688	9230
MK6	COMET	0.689	9231
MK6	COMET	0.69	9231
MK6	COMET	0.691	9231
MK6	COMET	0.692	9231
MK6	COMET	0.693	9246
MK6	COMET	0.694	9246
MK6	COMET	0.695	9247
MK6	COMET	0.696	9250
MK6	COMET	0.697	9250
MK6	COMET	0.698	9250
MK6	COMET	0.699	9250
MK6	COMET	0.7	9282
MK6	COMET	0.701	9282
MK6	COMET	0.702	9282
MK6	COMET	0.703	9283
MK6	COMET	0.704	9284
MK6	COMET	0.705	9284
MK6	COMET	0.706	9293
MK6	COMET	0.707	9293
MK6	COMET	0.708	9293
MK6	COMET	0.709	9293
MK6	COMET	0.71	9294
MK6	COMET	0.711	9294
MK6	COMET	0.712	9294
MK6	COMET	0.713	9294
MK6	COMET	0.714	9294
MK6	COMET	0.715	9388
MK6	COMET	0.716	9388
MK6	COMET	0.717	9388
MK6	COMET	0.718	9388
MK6	COMET	0.719	9388
MK6	COMET	0.72	9392
MK6	COMET	0.721	9392
MK6	COMET	0.722	9392
MK6	COMET	0.723	9397
MK6	COMET	0.724	9397
MK6	COMET	0.725	9398
MK6	COMET	0.726	9398
MK6	COMET	0.727	9398
MK6	COMET	0.728	9425
MK6	COMET	0.729	9425
MK6	COMET	0.73	9425
MK6	COMET	0.731	9429
MK6	COMET	0.732	9429
MK6	COMET	0.733	9429
MK6	COMET	0.734	9445
MK6	COMET	0.735	9445
MK6	COMET	0.736	9445
MK6	COMET	0.737	9449
MK6	COMET	0.738	9449
MK6	COMET	0.739	9449
MK6	COMET	0.74	9452
MK6	COMET	0.741	9452
MK6	COMET	0.742	9454
MK6	COMET	0.743	9455
MK6	COMET	0.744	9455
MK6	COMET	0.745	9456
MK6	COMET	0.746	9456
MK6	COMET	0.747	9456
MK6	COMET	0.748	9456
MK6	COMET	0.749	9456
MK6	COMET	0.75	9822
MK6	COMET	0.751	9822
MK6	COMET	0.752	9822
MK6	COMET	0.753	9822
MK6	COMET	0.754	9822
MK6	COMET	0.755	9823
MK6	COMET	0.756	9823
MK6	COMET	0.757	9823
MK6	COMET	0.758	9823
MK6	COMET	0.759	9824
MK6	COMET	0.76	9824
MK6	COMET	0.761	9824
MK6	COMET	0.762	9827
MK6	COMET	0.763	9827
MK6	COMET	0.764	9827
MK6	COMET	0.765	9831
MK6	COMET	0.766	9831
MK6	COMET	0.767	9831
MK6	COMET	0.768	9831
MK6	COMET	0.769	9831
MK6	COMET	0.77	9840
MK6	COMET	0.771	9840
MK6	COMET	0.772	9840
MK6	COMET	0.773	9842
MK6	COMET	0.774	9842
MK6	COMET	0.775	9842
MK6	COMET	0.776	9842
MK6	COMET	0.777	9842
MK6	COMET	0.778	9894
MK6	COMET	0.779	9894
MK6	COMET	0.78	9894
MK6	COMET	0.781	9894
MK6	COMET	0.782	9894
MK6	COMET	0.783	9894
MK6	COMET	0.784	9894
MK6	COMET	0.785	9894
MK6	COMET	0.786	9906
MK6	COMET	0.787	9906
MK6	COMET	0.788	9906
MK6	COMET	0.789	9906
MK6	COMET	0.79	9916
MK6	COMET	0.791	9916
MK6	COMET	0.792	9916
MK6	COMET	0.793	9916
MK6	COMET	0.794	9917
MK6	COMET	0.795	9918
MK6	COMET	0.796	9919
MK6	COMET	0.797	9920
MK6	COMET	0.798	9920
MK6	COMET	0.799	9920
MK6	COMET	0.8	10131
MK6	COMET	0.801	10131
MK6	COMET	0.802	10131
MK6	COMET	0.803	10131
MK6	COMET	0.804	10131
MK6	COMET	0.805	10131
MK6	COMET	0.806	10131
MK6	COMET	0.807	10131
MK6	COMET	0.808	10131
MK6	COMET	0.809	10131
MK6	COMET	0.81	10134
MK6	COMET	0.811	10135
MK6	COMET	0.812	10135
MK6	COMET	0.813	10139
MK6	COMET	0.814	10139
MK6	COMET	0.815	10139
MK6	COMET	0.816	10139
MK6	COMET	0.817	10139
MK6	COMET	0.818	10139
MK6	COMET	0.819	10157
MK6	COMET	0.82	10158
MK6	COMET	0.821	10159
MK6	COMET	0.822	10159
MK6	COMET	0.823	10159
MK6	COMET	0.824	10164
MK6	COMET	0.825	10164
MK6	COMET	0.826	10164
MK6	COMET	0.827	10167
MK6	COMET	0.828	10169
MK6	COMET	0.829	10169
MK6	COMET	0.83	10169
MK6	COMET	0.831	10169
MK6	COMET	0.832	10169
MK6	COMET	0.833	10169
MK6	COMET	0.834	10291
MK6	COMET	0.835	10291
MK6	COMET	0.836	10291
MK6	COMET	0.837	10291
MK6	COMET	0.838	10292
MK6	COMET	0.839	10293
MK6	COMET	0.84	10293
MK6	COMET	0.841	10293
MK6	COMET	0.842	10293
MK6	COMET	0.843	10296
MK6	COMET	0.844	10297
MK6	COMET	0.845	10297
MK6	COMET	0.846	10297
MK6	COMET	0.847	10311
MK6	COMET	0.848	10311
MK6	COMET	0.849	10311
MK6	COMET	0.85	10317
MK6	COMET	0.851	10317
MK6	COMET	0.852	10317
MK6	COMET	0.853	10319
MK6	COMET	0.854	10319
MK6	COMET	0.855	10319
MK6	COMET	0.856	10319
MK6	COMET	0.857	10319
MK6	COMET	0.858	10413
MK6	COMET	0.859	10413
MK6	COMET	0.86	10413
MK6	COMET	0.861	10416
MK6	COMET	0.862	10416
MK6	COMET	0.863	10416
MK6	COMET	0.864	10419
MK6	COMET	0.865	10419
MK6	COMET	0.866	10419
MK6	COMET	0.867	10425
MK6	COMET	0.868	10425
MK6	COMET	0.869	10425
MK6	COMET	0.87	10426
MK6	COMET	0.871	10427
MK6	COMET	0.872	10427
MK6	COMET	0.873	10427
MK6	COMET	0.874	10427
MK6	COMET	0.875	10481
MK6	COMET	0.876	10481
MK6	COMET	0.877	10481
MK6	COMET	0.878	10482
MK6	COMET	0.879	10482
MK6	COMET	0.88	10485
MK6	COMET	0.881	10485
MK6	COMET	0.882	10485
MK6	COMET	0.883	10493
MK6	COMET	0.884	10493
MK6	COMET	0.885	10493
MK6	COMET	0.886	10493
MK6	COMET	0.887	10493
MK6	COMET	0.888	10494
MK6	COMET	0.889	10528
MK6	COMET	0.89	10528
MK6	COMET	0.891	10528
MK6	COMET	0.892	10528
MK6	COMET	0.893	10528
MK6	COMET	0.894	10528
MK6	COMET	0.895	10535
MK6	COMET	0.896	10535
MK6	COMET	0.897	10536
MK6	COMET	0.898	10536
MK6	COMET	0.899	10536
MK6	COMET	0.9	10568
MK6	COMET	0.901	10568
MK6	COMET	0.902	10568
MK6	COMET	0.903	10568
MK6	COMET	0.904	10569
MK6	COMET	0.905	10574
MK6	COMET	0.906	10574
MK6	COMET	0.907	10574
MK6	COMET	0.908	10574
MK6	COMET	0.909	10574
MK6	COMET	0.91	10599
MK6	COMET	0.911	10599
MK6	COMET	0.912	10600
MK6	COMET	0.913	10600
MK6	COMET	0.914	10601
MK6	COMET	0.915	10602
MK6	COMET	0.916	10602
MK6	COMET	0.917	10615
MK6	COMET	0.918	10615
MK6	COMET	0.919	10616
MK6	COMET	0.92	10618
MK6	COMET	0.921	10618
MK6	COMET	0.922	10618
MK6	COMET	0.923	10618
MK6	COMET	0.924	10627
MK6	COMET	0.925	10627
MK6	COMET	0.926	10629
MK6	COMET	0.927	10629
MK6	COMET	0.928	10629
MK6	COMET	0.929	10638
MK6	COMET	0.93	10639
MK6	COMET	0.931	10639
MK6	COMET	0.932	10639
MK6	COMET	0.933	10639
MK6	COMET	0.934	10649
MK6	COMET	0.935	10649
MK6	COMET	0.936	10650
MK6	COMET	0.937	10650
MK6	COMET	0.938	10656
MK6	COMET	0.939	10656
MK6	COMET	0.94	10657
MK6	COMET	0.941	10657
MK6	COMET	0.942	10662
MK6	COMET	0.943	10663
MK6	COMET	0.944	10663
MK6	COMET	0.945	10668
MK6	COMET	0.946	10668
MK6	COMET	0.947	10669
MK6	COMET	0.948	10670
MK6	COMET	0.949	10670
MK6	COMET	0.95	10671
MK6	COMET	0.951	10671
MK6	COMET	0.952	10671
MK6	COMET	0.953	10673
MK6	COMET	0.954	10674
MK6	COMET	0.955	10678
MK6	COMET	0.956	10678
MK6	COMET	0.957	10678
MK6	COMET	0.958	10678
MK6	COMET	0.959	10679
MK6	COMET	0.96	10681
MK6	COMET	0.961	10682
MK6	COMET	0.962	10684
MK6	COMET	0.963	10687
MK6	COMET	0.964	10687
MK6	COMET	0.965	10687
MK6	COMET	0.966	10687
MK6	COMET	0.967	10687
MK6	COMET	0.968	10687
MK6	COMET	0.969	10688
MK6	COMET	0.97	10688
MK6	COMET	0.971	10688
MK6	COMET	0.972	10689
MK6	COMET	0.973	10689
MK6	COMET	0.974	10689
MK6	COMET	0.975	10689
MK6	COMET	0.976	10689
MK6	COMET	0.977	10689
MK6	COMET	0.978	10689
MK6	COMET	0.979	10690
MK6	COMET	0.98	10691
MK6	COMET	0.981	10692
MK6	COMET	0.982	10693
MK6	COMET	0.983	10694
MK6	COMET	0.984	10694
MK6	COMET	0.985	10694
MK6	COMET	0.986	10694
MK6	COMET	0.987	10695
MK6	COMET	0.988	10695
MK6	COMET	0.989	10696
MK6	COMET	0.99	10696
MK6	COMET	0.991	10696
MK6	COMET	0.992	10697
MK6	COMET	0.993	10697
MK6	COMET	0.994	10698
MK6	COMET	0.995	10698
MK6	COMET	0.996	10698
MK6	COMET	0.997	10698
MK6	COMET	0.998	10698
MK6	COMET	0.999	10698
MK6	COMET	1	14261
MK6	MSGF	0	3932
MK6	MSGF	0.001	3933
MK6	MSGF	0.002	3933
MK6	MSGF	0.003	3934
MK6	MSGF	0.004	3934
MK6	MSGF	0.005	3934
MK6	MSGF	0.006	3936
MK6	MSGF	0.007	3937
MK6	MSGF	0.008	3937
MK6	MSGF	0.009	3939
MK6	MSGF	0.01	3939
MK6	MSGF	0.011	3940
MK6	MSGF	0.012	3943
MK6	MSGF	0.013	3943
MK6	MSGF	0.014	3943
MK6	MSGF	0.015	3945
MK6	MSGF	0.016	3945
MK6	MSGF	0.017	3945
MK6	MSGF	0.018	3947
MK6	MSGF	0.019	3948
MK6	MSGF	0.02	3949
MK6	MSGF	0.021	3950
MK6	MSGF	0.022	3951
MK6	MSGF	0.023	3951
MK6	MSGF	0.024	3953
MK6	MSGF	0.025	3954
MK6	MSGF	0.026	3955
MK6	MSGF	0.027	3955
MK6	MSGF	0.028	3959
MK6	MSGF	0.029	3960
MK6	MSGF	0.03	3960
MK6	MSGF	0.031	3960
MK6	MSGF	0.032	3961
MK6	MSGF	0.033	3961
MK6	MSGF	0.034	3962
MK6	MSGF	0.035	3962
MK6	MSGF	0.036	3964
MK6	MSGF	0.037	3964
MK6	MSGF	0.038	3964
MK6	MSGF	0.039	3965
MK6	MSGF	0.04	3967
MK6	MSGF	0.041	3967
MK6	MSGF	0.042	3967
MK6	MSGF	0.043	3968
MK6	MSGF	0.044	3969
MK6	MSGF	0.045	3969
MK6	MSGF	0.046	3969
MK6	MSGF	0.047	3970
MK6	MSGF	0.048	3971
MK6	MSGF	0.049	3972
MK6	MSGF	0.05	3972
MK6	MSGF	0.051	3972
MK6	MSGF	0.052	3973
MK6	MSGF	0.053	3975
MK6	MSGF	0.054	3975
MK6	MSGF	0.055	3975
MK6	MSGF	0.056	3977
MK6	MSGF	0.057	3979
MK6	MSGF	0.058	3979
MK6	MSGF	0.059	3983
MK6	MSGF	0.06	3983
MK6	MSGF	0.061	3983
MK6	MSGF	0.062	3983
MK6	MSGF	0.063	3987
MK6	MSGF	0.064	3988
MK6	MSGF	0.065	3988
MK6	MSGF	0.066	3989
MK6	MSGF	0.067	3993
MK6	MSGF	0.068	3993
MK6	MSGF	0.069	3993
MK6	MSGF	0.07	3993
MK6	MSGF	0.071	3993
MK6	MSGF	0.072	4007
MK6	MSGF	0.073	4007
MK6	MSGF	0.074	4007
MK6	MSGF	0.075	4007
MK6	MSGF	0.076	4007
MK6	MSGF	0.077	4022
MK6	MSGF	0.078	4022
MK6	MSGF	0.079	4022
MK6	MSGF	0.08	4023
MK6	MSGF	0.081	4023
MK6	MSGF	0.082	4024
MK6	MSGF	0.083	4024
MK6	MSGF	0.084	4040
MK6	MSGF	0.085	4040
MK6	MSGF	0.086	4042
MK6	MSGF	0.087	4043
MK6	MSGF	0.088	4043
MK6	MSGF	0.089	4044
MK6	MSGF	0.09	4045
MK6	MSGF	0.091	4059
MK6	MSGF	0.092	4059
MK6	MSGF	0.093	4060
MK6	MSGF	0.094	4060
MK6	MSGF	0.095	4061
MK6	MSGF	0.096	4066
MK6	MSGF	0.097	4066
MK6	MSGF	0.098	4067
MK6	MSGF	0.099	4067
MK6	MSGF	0.1	4094
MK6	MSGF	0.101	4094
MK6	MSGF	0.102	4094
MK6	MSGF	0.103	4094
MK6	MSGF	0.104	4096
MK6	MSGF	0.105	4097
MK6	MSGF	0.106	4102
MK6	MSGF	0.107	4102
MK6	MSGF	0.108	4103
MK6	MSGF	0.109	4103
MK6	MSGF	0.11	4103
MK6	MSGF	0.111	4103
MK6	MSGF	0.112	4149
MK6	MSGF	0.113	4149
MK6	MSGF	0.114	4149
MK6	MSGF	0.115	4149
MK6	MSGF	0.116	4151
MK6	MSGF	0.117	4151
MK6	MSGF	0.118	4158
MK6	MSGF	0.119	4158
MK6	MSGF	0.12	4158
MK6	MSGF	0.121	4158
MK6	MSGF	0.122	4158
MK6	MSGF	0.123	4159
MK6	MSGF	0.124	4159
MK6	MSGF	0.125	4215
MK6	MSGF	0.126	4215
MK6	MSGF	0.127	4215
